,Date,Adj Close_BTC-USD,Adj Close_ETH-USD,Adj Close_SOL-USD,Volume_BTC-USD,Volume_ETH-USD,Volume_SOL-USD
0,2021-01-01 00:00:00+00:00,29374.15234375,730.3675537109375,1.8420840501785278,40730301359,13652004358,25722549
1,2021-01-02 00:00:00+00:00,32127.267578125,774.5349731445312,1.7992750406265259,67865420765,19740771179,31671064
2,2021-01-03 00:00:00+00:00,32782.0234375,975.5076904296875,2.1617519855499268,78665235202,45200463368,55073422
3,2021-01-04 00:00:00+00:00,31971.9140625,1040.2330322265625,2.4850969314575195,81163475344,56945985763,59955405
4,2021-01-05 00:00:00+00:00,33992.4296875,1100.006103515625,2.157217025756836,67547324782,41535932781,50555207
5,2021-01-06 00:00:00+00:00,36824.36328125,1207.1121826171875,1.929216980934143,75289433811,44699914188,50263975
6,2021-01-07 00:00:00+00:00,39371.04296875,1225.6781005859375,2.3727450370788574,84762141031,40468027280,159870278
7,2021-01-08 00:00:00+00:00,40797.609375,1224.1971435546875,3.2198870182037354,88107519480,44334826666,206412154
8,2021-01-09 00:00:00+00:00,40254.546875,1281.0772705078125,3.3853819370269775,61984162837,33233105361,91906875
9,2021-01-10 00:00:00+00:00,38356.44140625,1262.2467041015625,3.466110944747925,79980747690,40616938053,62766977
10,2021-01-11 00:00:00+00:00,35566.65625,1090.1453857421875,3.1080899238586426,123320567399,60733630300,82877500
11,2021-01-12 00:00:00+00:00,33922.9609375,1043.4345703125,3.6133980751037598,74773277909,37494601692,73484689
12,2021-01-13 00:00:00+00:00,37316.359375,1130.7393798828125,3.513782024383545,69364315979,30109792795,57994893
13,2021-01-14 00:00:00+00:00,39187.328125,1218.4530029296875,3.2781639099121094,63615990033,33410915929,59283112
14,2021-01-15 00:00:00+00:00,36825.3671875,1171.8345947265625,3.2501609325408936,67760757881,35972039310,45331739
15,2021-01-16 00:00:00+00:00,36178.140625,1233.53759765625,3.4470551013946533,57706187875,32319240157,68035606
16,2021-01-17 00:00:00+00:00,35791.27734375,1230.1722412109375,3.81813907623291,52359854336,29258032819,85407766
17,2021-01-18 00:00:00+00:00,36630.07421875,1257.279541015625,3.7955150604248047,49511702429,25817455560,70601713
18,2021-01-19 00:00:00+00:00,36069.8046875,1377.2958984375,3.6418659687042236,57244195486,47195935190,44547768
19,2021-01-20 00:00:00+00:00,35547.75,1382.2740478515625,3.7235779762268066,66834573161,46784030909,46698656
20,2021-01-21 00:00:00+00:00,30825.69921875,1121.5709228515625,2.9905359745025635,75643067688,45932464754,43834765
21,2021-01-22 00:00:00+00:00,33005.76171875,1236.51220703125,3.346229076385498,77207272511,43918338506,63361382
22,2021-01-23 00:00:00+00:00,32067.642578125,1230.9906005859375,3.5041120052337646,48354737975,27253895441,27904470
23,2021-01-24 00:00:00+00:00,32289.37890625,1391.609375,3.634411096572876,48643830599,36418163554,32747555
24,2021-01-25 00:00:00+00:00,32366.392578125,1324.414794921875,3.6999809741973877,59897054838,43565777745,80055958
25,2021-01-26 00:00:00+00:00,32569.849609375,1357.05810546875,4.04734992980957,60255421470,41572917750,78823456
26,2021-01-27 00:00:00+00:00,30432.546875,1253.1871337890625,3.690587043762207,62576762015,39394416990,35195110
27,2021-01-28 00:00:00+00:00,33466.09765625,1332.4921875,3.8220720291137695,76517157706,34637234789,31410527
28,2021-01-29 00:00:00+00:00,34316.38671875,1382.5228271484375,3.8346760272979736,117894572511,53611955259,44053151
29,2021-01-30 00:00:00+00:00,34269.5234375,1376.115478515625,4.224276065826416,65141828798,30616574234,53378198
30,2021-01-31 00:00:00+00:00,33114.359375,1314.9862060546875,4.264143943786621,52754542671,25198853581,78376267
31,2021-02-01 00:00:00+00:00,33537.17578125,1369.04052734375,4.611601829528809,61400400660,29210670920,39361629
32,2021-02-02 00:00:00+00:00,35510.2890625,1515.1937255859375,5.267508029937744,63088585433,45437142801,98755962
33,2021-02-03 00:00:00+00:00,37472.08984375,1660.9095458984375,5.71599006652832,61166818159,41874566399,49386327
34,2021-02-04 00:00:00+00:00,36926.06640625,1594.7626953125,6.426064968109131,68838074392,44396871836,108249482
35,2021-02-05 00:00:00+00:00,38144.30859375,1718.65087890625,6.681719779968262,58598066402,40108628454,92892157
